iter	Logloss
0	0.3356974792
1	0.1811129761
2	0.1052304459
3	0.07306100845
4	0.0530134964
5	0.03938581228
6	0.03153204441
7	0.02583012581
8	0.02091096163
9	0.01801010251
10	0.01558852077
11	0.01450662374
12	0.0131323266
13	0.01199412346
14	0.0100430584
15	0.009198743105
16	0.008462053537
17	0.007615581751
18	0.00686278522
19	0.006340455413
20	0.00596906662
21	0.005626829863
22	0.005299885273
23	0.00461009264
24	0.004447795749
25	0.004197073281
26	0.003816759884
27	0.003612867594
28	0.00332790494
29	0.003018578589
30	0.002746840119
31	0.002525574565
32	0.002328737825
33	0.00219734326
34	0.002084389478
35	0.001977812797
36	0.001886528581
37	0.00183695972
38	0.001770428717
39	0.001696155369
40	0.001600713581
41	0.00151534453
42	0.001455743313
43	0.001401430219
44	0.001401405334
45	0.001353439391
46	0.001305731982
47	0.001264188588
48	0.001225120202
49	0.001215924844
50	0.001202365309
51	0.001184949502
52	0.001176250279
53	0.001176132113
54	0.001150460169
55	0.001126402393
56	0.001126234978
57	0.001117697284
58	0.001117248759
59	0.001102408245
60	0.001102454886
61	0.001102466434
62	0.001102298573
63	0.001102337763
64	0.001102199256
65	0.001102169231
66	0.001084198356
67	0.001073909998
68	0.001073933989
69	0.001073747277
70	0.001066584736
71	0.001066582352
72	0.001066622436
73	0.001056526303
74	0.001056449264
75	0.001055947468
76	0.001055449545
77	0.001055329889
78	0.001055350602
79	0.001055310145
80	0.001055329219
81	0.001055320874
82	0.001055347994
83	0.001055310816
84	0.001055286378
85	0.001055312827
86	0.001055268645
87	0.001055299491
88	0.001055287942
89	0.001055265367
90	0.001055216566
91	0.00105526872
92	0.0010552302
93	0.001055187657
94	0.001041803733
95	0.001041262597
96	0.001031870097
97	0.001031783968
98	0.001031752899
99	0.001031587794
100	0.00103158474
101	0.001031552181
102	0.001031442657
103	0.001031379551
104	0.00102492325
105	0.001024505943
106	0.001019100994
107	0.001018829048
108	0.00101847671
109	0.001018173993
110	0.001018141806
111	0.001017930508
112	0.001017485037
113	0.001017434597
114	0.001017431617
115	0.001017318368
116	0.001017294824
117	0.001017299816
118	0.001017201766
119	0.001015591621
120	0.001006460637
121	0.001006401777
122	0.001006413251
123	0.001006253362
124	0.001006217971
125	0.001006112546
126	0.001006025225
127	0.001005938649
128	0.001005797982
129	0.001005810201
130	0.001005459726
131	0.001005366892
132	0.001005187258
133	0.000986623317
134	0.0009861315042
135	0.0009841406345
136	0.0009839248657
137	0.0009839262068
138	0.0009838816524
139	0.0009838110209
140	0.0009838454425
141	0.0009838753939
142	0.0009838987142
143	0.0009696014225
144	0.0009691456705
145	0.0009645622969
146	0.0009644401073
147	0.0009644475579
148	0.000964410454
149	0.0009644096345
150	0.0009644280374
151	0.0009642542154
152	0.0009642130882
153	0.0009641987085
154	0.0009641417116
155	0.0009641137719
156	0.0009639878571
157	0.0009640952945
158	0.0009606963396
159	0.0009468619525
160	0.0009469422698
161	0.0009468720108
162	0.0009468503296
163	0.0009469294548
164	0.0009468176961
165	0.0009467114508
166	0.0009466505051
167	0.0009466050565
168	0.0009465417266
169	0.0009465764463
170	0.0009465506673
171	0.0009464345872
172	0.0009464780986
173	0.0009463976324
174	0.0009463262558
175	0.0009463556856
176	0.0009462992847
177	0.0009462792426
178	0.0009461496025
179	0.0009461107105
180	0.0009460549057
181	0.0009459924698
182	0.0009454233199
183	0.0009454161674
184	0.0009453696012
185	0.0009453106672
186	0.0009408324957
187	0.0009363998473
188	0.0009364032745
189	0.0009364445508
190	0.0009364880621
191	0.0009359005839
192	0.0009354346991
193	0.0009339784086
194	0.000933572948
195	0.0009333862364
196	0.0009332595766
197	0.0009331031889
198	0.0009329997003
199	0.00093281582
200	0.0009327919781
201	0.0009328006208
202	0.0009326931834
203	0.0009327571094
204	0.000932611227
205	0.0009326316416
206	0.0009283604473
207	0.0009283223003
208	0.0009283407778
209	0.0009283175319
210	0.0009279640019
211	0.0009273955226
212	0.0009170727432
213	0.0009152659029
214	0.0009152331948
215	0.0009152624011
216	0.0009152394533
217	0.0009151431173
218	0.0009151799977
219	0.0009146089852
220	0.000914401412
221	0.0009100805223
222	0.0009096919
223	0.0009084077924
224	0.0009081669152
225	0.0009078542888
226	0.0009077355266
227	0.0009076119214
228	0.0009074252099
229	0.0009072975069
230	0.000906996727
231	0.0009068976343
232	0.0009067720175
233	0.0009067155421
234	0.0009027229995
235	0.0009027865529
236	0.0009027124941
237	0.0009026452154
238	0.0009025581926
239	0.0009025388956
240	0.0009024807811
241	0.0009024750441
242	0.0009006564319
243	0.0009004116803
244	0.000900202617
245	0.0008998096734
246	0.0008995980024
247	0.000899163112
248	0.0008990436792
249	0.0008989861608
250	0.000898950845
251	0.0008989027143
252	0.0008947727829
253	0.000883115083
254	0.0008828273416
255	0.0008826243877
256	0.000882351771
257	0.0008823266625
258	0.0008820998669
259	0.0008821316808
260	0.0008820001036
261	0.000882082507
262	0.0008819752187
263	0.000881960392
264	0.0008819688857
265	0.0008818811178
266	0.0008818991482
267	0.0008817736059
268	0.0008818227798
